# g K weights
3.350910889089953049e+00 1.616604141636444725e+00 1.203379745481585722e-04
5.510665899009464574e+00 1.703922474027435685e+00 4.089369215447895777e-04
4.993438158918342751e+00 1.904249916561721045e+00 2.423412906209504848e-04
4.742959354433412322e+00 1.523232381489024956e+00 3.157818767656051634e-04
5.816424602040077829e+00 1.528068637694376619e+00 1.910380413140827222e-06
7.358521256832831980e+00 2.427910121029356993e+00 2.295814426478237733e-04
5.104938914095962232e+00 1.927275501029254379e+00 1.675768319366397049e-04
5.204135679630667255e+00 1.386874567845313821e+00 2.177723981243171792e-04
5.518761131482666116e+00 2.242444980039322022e+00 1.932818158837391312e-04
5.938862146049320501e+00 1.778037176264340324e+00 3.785745703538021217e-04
6.240723399725441212e+00 2.375084121279623872e+00 1.974975333563379733e-04
6.073946530857489812e+00 1.603125118500523305e+00 1.522546768051054452e-04
3.813331393145610537e+00 1.447582696343991948e+00 3.337873020890602498e-04
6.371961262856499886e+00 1.690350303848143998e+00 4.685860514099506806e-04
4.776623428281803641e+00 1.341493155872201637e+00 2.041996361671751599e-05
5.299830010912675249e+00 1.832330121785142207e+00 4.514378092893192151e-04
7.450445877624815694e+00 3.028459359507672755e+00 9.735230873547648365e-06
6.673944257593092289e+00 2.056747253491086003e+00 2.930574918653400663e-04
5.790105910344043316e+00 2.096742865919385856e+00 3.005449344894581742e-04
5.414943528846976939e+00 1.672187561608219131e+00 2.647686044784924040e-04
3.423009805098797820e+00 1.364825799873444989e+00 3.022038757188002839e-04
4.728271952896109021e+00 1.807053773278423536e+00 1.069743658889089427e-04
6.244567215859429865e+00 1.467376769384144630e+00 1.199190257780617953e-06
4.046952473580159193e+00 1.558325993413919530e+00 3.769728924234534359e-04
5.204879403229430324e+00 1.654813221357963382e+00 1.963293832557082806e-04
4.380119649689497408e+00 2.348932612644973883e+00 1.175300147392901738e-06
6.988791273122232361e+00 2.620540291970216540e+00 1.142851710037937204e-04
5.785148024860786720e+00 1.903577783140614876e+00 1.473603443199077894e-04
4.936968922597902321e+00 1.787566211668787153e+00 4.463781354314031130e-04
5.479516149428366845e+00 2.228003253261746419e+00 9.591649028429675766e-05
3.762497359823174126e+00 1.405691750547417573e+00 2.695939690041008552e-04
4.896878424122355966e+00 1.827930580930016369e+00 2.688058229910809363e-04
4.643378527432638236e+00 1.456093130551621595e+00 1.826352286073667900e-04
3.566398523913177243e+00 1.509702984546319904e+00 5.377873821900469641e-05
5.354483479507101684e+00 1.670724130063899526e+00 4.659884385484088756e-04
5.853455162847358118e+00 1.873309446895452091e+00 3.617184088780047726e-04
5.580824750540232415e+00 2.375875042480732446e+00 1.560884455445762565e-05
8.642147206483702604e+00 2.242734644132803545e+00 1.301252144119805969e-05
4.160520155302067202e+00 1.668642733583493243e+00 2.311963224561973504e-04
4.688111608880692671e+00 1.811932883328808419e+00 4.181155917657584020e-04
4.651241448779325438e+00 1.649610561093632910e+00 4.808783204576417181e-04
5.080969587218491235e+00 1.555873779600158047e+00 2.933643802719117298e-04
4.957838417663137598e+00 2.067442558488778115e+00 4.147533910963505137e-05
5.828374760820553391e+00 1.917713185504274831e+00 3.837398574518605652e-04
3.865800213103022465e+00 1.475887094259915377e+00 2.534884910907898425e-04
5.294653104140191857e+00 1.664396741517921274e+00 3.911885233973683563e-04
3.819257945795575093e+00 1.535643008835426926e+00 2.098031862890452218e-04
5.565457567140288830e+00 2.371505674167954769e+00 4.833217638233335787e-05
4.613705460719637053e+00 1.732376631804293465e+00 3.633233760656245275e-04
6.049995979757509801e+00 1.876327159614420870e+00 2.824788759549149006e-04
6.474260105496646212e+00 1.907128480765964751e+00 2.410771566325361202e-04
4.076218363479916285e+00 1.808106197941667936e+00 1.296668837952834460e-04
3.972403603552831619e+00 2.196228669274553180e+00 4.991647032034552301e-05
4.933175732050313123e+00 1.893413342882492856e+00 3.794653391863087732e-05
5.274740458329369552e+00 1.818976080789811878e+00 3.196254714436238078e-04
4.274608379172732064e+00 1.928558372739080484e+00 5.073843753553969847e-04
4.064823381685161330e+00 1.791965206846425129e+00 2.992921470937779066e-04
3.728228760676739029e+00 1.480883533276352582e+00 2.236862915600315018e-04
5.859544133544495104e+00 1.905880983442443277e+00 2.615714671140925165e-04
5.567296864714387894e+00 1.893235664421183850e+00 3.370235728437953365e-04
6.623616343871193912e+00 1.921175063268288685e+00 2.230033628683905200e-04
9.787555256068491971e+00 3.178498765654091951e+00 9.150516213882533095e-07
3.920229248089313057e+00 1.873013917783380666e+00 2.096032792243666292e-04
3.541846327446281251e+00 1.519096921022722535e+00 3.531407186845857984e-04
4.674762536405789426e+00 1.590020702495831051e+00 1.054258501749622782e-04
4.100384459776441837e+00 1.670212499259074779e+00 1.927443314746280292e-04
6.615434040236465307e+00 1.669693363265859709e+00 1.578714593762682464e-04
4.711916574687810666e+00 1.622237459918494995e+00 2.221573515714579143e-05
3.923675986397202831e+00 1.603842312238890289e+00 2.448551094566511397e-04
6.597744975038326132e+00 2.031636738858099367e+00 3.142505467860110219e-04
2.909660745785640046e+00 1.333210469394847664e+00 5.509029617538124048e-05
4.866932774513891502e+00 1.802135266666679891e+00 3.254927493105554234e-04
5.314438944674503063e+00 1.326652988311260772e+00 5.296752753445128556e-05
7.180926112969172159e+00 2.180143085500676037e+00 8.932829358629841576e-05
5.225950453003933127e+00 2.293296376123637348e+00 1.096787442529739701e-05
5.014131277705167200e+00 1.885377797273221079e+00 3.601517385310247618e-04
5.239310628663748304e+00 1.679152622139687079e+00 4.090718615541313148e-04
5.581773700579793385e+00 1.844390174530716742e+00 4.698556280474529994e-04
4.530525228703327301e+00 1.779581728113760475e+00 1.932230991768639765e-04
5.561617240892971381e+00 1.862165624129888508e+00 2.474540959247011041e-04
4.428829696722633713e+00 1.687325854873089170e+00 1.333097034500144867e-04
6.724278853705206949e+00 2.084343318810057522e+00 2.927356058828674995e-04
4.591604720389911520e+00 1.418011951673145532e+00 1.590885120559782588e-04
6.664175232314613950e+00 1.676155113022452126e+00 2.091866617494323095e-05
3.446936846409940358e+00 1.550532031549126000e+00 1.321337461095237903e-04
5.176554605944655663e+00 1.609232109911464592e+00 2.996990168498976756e-04
4.226268959546923831e+00 1.604498788553327948e+00 1.997391961850006109e-04
8.207396303710185137e+00 2.223972793157765970e+00 2.849108860433553729e-05
4.883961687571004795e+00 1.898923281460805912e+00 2.002544642462904419e-04
4.510842780573302235e+00 1.711755355242757570e+00 2.770525047173222604e-04
5.070023109104350389e+00 1.708522027167509005e+00 2.986861940639356497e-04
5.892243635119305267e+00 1.590573230177025010e+00 1.931232693936053380e-04
8.431023495963962944e+00 2.505439727522204230e+00 1.563265836297490083e-05
3.015348406207526644e+00 1.485609133594853803e+00 1.683219504096115557e-04
7.219926209235076442e+00 2.057365370619028244e+00 1.529859658188988830e-04
6.662203086555608778e+00 1.915550357315772612e+00 1.271955323036709539e-04
5.191549549348415837e+00 1.609177666180055422e+00 2.846499381350663669e-04
4.256220289590901373e+00 1.195924891535474099e+00 3.995818010944426077e-04
4.948844717589273579e+00 1.665846005723902401e+00 4.088965289022695386e-04
5.994449315806585687e+00 2.154016296213821846e+00 3.339552533606621453e-05
4.691668838100209626e+00 1.358696560462839376e+00 9.695535271056987855e-07
4.740312156910808206e+00 2.066176617505289137e+00 4.171111231960749352e-04
4.837612966553283655e+00 1.972945633776883589e+00 9.590138196748039306e-05
4.143871536448519244e+00 1.860063498759569445e+00 4.192215402622414687e-04
4.782672819017848020e+00 1.553849105011178899e+00 1.196405969732352898e-04
6.096277192409746526e+00 2.196459492848624073e+00 1.216039329822920579e-04
2.828459405795265003e+00 1.174092688094691139e+00 1.864166428328772597e-05
4.518666007849437172e+00 1.730603274238890155e+00 2.619258353911382473e-04
2.899198480665502675e+00 1.220671221994923838e+00 4.139144353407289690e-05
5.424452456447316884e+00 1.863394096627882357e+00 2.252652407565010990e-04
3.803745668283216474e+00 1.524250347135602590e+00 2.766785263186662580e-04
5.376134662663396568e+00 1.849269309459606436e+00 1.286901140773364879e-04
5.711788490099671378e+00 1.591385725261655004e+00 1.765106444589725518e-05
5.263073844008688162e+00 1.966239559243984525e+00 1.522716961258838988e-04
5.059775914759112148e+00 1.714461159487146613e+00 5.187386166708882152e-04
5.731234124760608672e+00 1.792997093174839573e+00 4.409287406981708115e-04
3.669449432141742129e+00 1.602443521527130210e+00 1.173584063306068670e-04
7.707339065685976820e+00 2.555904243061686287e+00 7.672929300852726525e-06
8.151383948861916195e+00 2.841708442763352771e+00 3.484591497097240257e-06
5.041547178243611427e+00 1.641429989683141244e+00 4.732202701416014703e-04
6.168014437772358249e+00 1.857359062376678693e+00 3.879663179505662713e-04
6.827654705153642922e+00 1.878208752599493048e+00 2.919336736235371302e-04
7.426935475665772834e+00 1.904030009786964683e+00 4.461512785155146110e-05
5.312406484859788058e+00 2.062104356580641618e+00 1.854625005058924624e-04
4.439493469177636875e+00 1.724504600557635658e+00 3.323480247127429707e-04
2.410540441082871244e+00 1.388446867123614759e+00 4.370298437515605016e-05
4.560393057301104669e+00 1.670982566790607970e+00 1.167097572683722733e-04
5.483973533792893207e+00 2.002788344666169174e+00 6.548119228394724714e-05
4.980078976006498515e+00 2.081135167083781212e+00 1.771218981785083212e-04
5.046657663212825717e+00 2.040646794434256339e+00 1.602217243314589578e-04
5.020481200296750046e+00 1.566386623095256336e+00 1.009233916943066918e-04
4.500662633102370691e+00 1.925628286690018509e+00 1.073466859789169926e-04
5.918431511964987735e+00 2.063566924696715432e+00 4.163676633616332224e-05
4.580370691629333635e+00 1.573959681789637965e+00 1.727433337829599534e-04
7.363709038070803459e+00 2.339472580062113671e+00 9.977266229766481003e-05
5.922768585476366532e+00 1.726548543214555087e+00 2.198458344446713533e-04
4.419071541298704275e+00 1.454674489819231420e+00 1.553573538939147258e-04
6.665177336036522071e+00 2.215887117324761402e+00 8.523828532920164436e-05
5.758429452786215208e+00 2.124021654389830704e+00 2.196837477108569924e-04
7.986029342009238974e+00 2.513516814995994775e+00 8.658080934812739118e-05
5.862157452783165468e+00 2.065096733056920986e+00 1.926913060861082708e-04
6.386402895704936356e+00 1.921725169046610615e+00 2.118894252882607613e-04
4.694394241738961249e+00 1.818070322146845941e+00 2.763653661722927242e-04
5.967223635863135200e+00 2.301495890634379649e+00 3.665052748455953813e-04
4.682716633840259490e+00 1.733278252648201345e+00 4.102770898299689458e-04
5.508576043688752755e+00 1.943573580640327148e+00 2.009554916817574859e-04
3.898056522815270597e+00 1.586924154369566242e+00 6.688818726383000109e-06
4.896722477760595105e+00 2.086542875305310130e+00 1.029724561068092928e-04
3.967654408323928905e+00 3.417039611938368360e+00 2.221291106493745612e-06
6.718543785034921889e+00 2.124082145958655854e+00 2.524651874274835839e-04
3.803007715844953562e+00 1.660618673537168188e+00 1.412366076618886768e-04
6.748622338957888545e+00 1.862115306260771153e+00 1.228167964936872328e-04
7.414299084613189983e+00 2.350230776618306816e+00 1.003163609209163019e-04
7.158198295316278603e+00 1.987399041806158673e+00 2.350493720702117499e-04
6.587603978433546281e+00 2.281432059636010035e+00 1.288416297744080332e-04
4.722157559673723526e+00 1.503429082182901944e+00 2.684884361866464756e-04
5.043601679669214022e+00 1.542881243806932590e+00 1.744267625918753488e-04
4.198589906197037536e+00 1.385669812107835686e+00 7.910275936336833079e-05
6.842869805604285816e+00 2.310000367605435923e+00 9.840427305284968752e-05
4.821601923782131927e+00 2.006739971755713725e+00 5.546116783643437626e-05
4.844604324231132075e+00 1.688924193788868156e+00 1.523738338249832616e-04
4.476199985040037355e+00 1.421526176170906597e+00 2.113330669706907838e-04
7.853288687831872394e+00 2.023314158465234325e+00 1.420847349993756292e-04
5.440180555458890233e+00 1.760529499214314786e+00 4.975746497793435887e-04
6.128270528031425357e+00 2.072711438959841335e+00 3.231157993990879532e-04
5.243990293924504442e+00 1.968358453361972016e+00 1.347212501327090060e-04
6.745706686747173997e+00 1.769462010933578355e+00 7.383423283700942311e-05
4.573857389805134233e+00 2.214136622727019610e+00 4.535744102030123602e-06
4.878523980613840294e+00 1.835448679571927144e+00 3.204962663113360231e-04
4.088609600751360595e+00 1.945338370769573721e+00 9.866920709384554460e-05
6.361657640406527037e+00 2.080391885464666135e+00 3.347414828455314603e-04
2.191837907357133908e+00 1.167657070186574497e+00 4.511233556984857858e-05
6.539778031463373331e+00 2.209517744481594548e+00 2.028260721920017247e-04
6.266386784953264844e+00 1.803288561645581822e+00 2.776059466351706376e-04
6.400381489965907278e+00 2.101040411244964989e+00 2.657933432662382502e-04
6.577206499996166578e+00 2.214040895367565209e+00 5.122913092642700141e-04
7.236802947832544852e+00 2.198574386831022576e+00 1.219405375708443534e-04
3.668174009293117876e+00 1.460543976949427059e+00 3.544075748243871965e-04
6.805081795065095029e+00 1.995206407680188532e+00 2.121458568094144971e-04
5.136829545574498113e+00 1.821599724042910262e+00 4.543331524599503331e-04
4.563965765140941322e+00 1.634509173574274943e+00 2.713366680193422678e-04
7.076438526277559760e+00 2.372847752007740674e+00 2.848150786765123025e-04
2.971279230370091007e+00 1.342117682887513652e+00 7.975697624818123960e-05
3.836418115671729634e+00 1.330514185534406701e+00 1.022977873080830805e-04
7.888607528890294596e+00 2.131045672346513875e+00 7.527104173956142416e-05
7.676410108335957716e+00 2.430180530521821591e+00 2.959446227233602069e-04
5.007240456928906625e+00 1.831139260927681311e+00 4.446029535613605114e-04
5.718581703359811641e+00 2.038765415989406193e+00 2.668105049547957793e-04
2.958707035437911692e+00 1.184118679888748860e+00 1.896070468558055548e-06
5.643353657582048655e+00 1.937361429449562911e+00 4.214344928908741019e-04
3.554681251485297011e+00 1.476715271121664674e+00 1.225148733806798434e-04
6.184922952078574454e+00 1.851620881491814474e+00 3.268699687092581851e-04
6.292586537632288035e+00 1.827879399883703737e+00 9.772916217681350845e-05
4.637988233201905786e+00 1.501138714382452166e+00 2.534885146630814763e-04
4.400240758980086930e+00 1.917753659348018447e+00 1.784849038314860210e-04
7.461925257755466667e+00 2.346573129373083155e+00 3.080010639618589426e-04
5.136226939542312131e+00 1.932333939397301359e+00 2.247552619968270235e-04
5.127383442031612226e+00 1.756660188353863061e+00 4.152306276261953123e-04
3.585673187605138423e+00 1.550823694887444315e+00 1.642480192552994256e-04
7.645204980079255641e+00 1.923492440183972363e+00 6.596622728788740250e-05
4.319258277220916042e+00 1.748220396161378698e+00 3.528831350348637323e-04
6.629271714009012939e+00 2.137652109499653008e+00 1.769484581718218125e-04
5.192116030742247368e+00 1.597453868855453818e+00 2.622810516725361551e-04
4.581446863074799758e+00 1.652794315384725099e+00 1.745835869608845109e-04
4.955384437609160919e+00 1.748177509056501489e+00 3.505226828678453615e-04
4.626639591349073655e+00 1.344525303853321807e+00 2.707411935484290355e-04
6.006301303078513065e+00 1.857335811288379546e+00 2.097559740711125607e-04
2.987933842751051561e+00 1.422560457846075099e+00 1.911779569106409520e-04
2.830723238918260609e+00 1.706396084851898642e+00 1.221557368910778425e-05
4.981853808375917403e+00 2.354603819744088611e+00 1.023545401989305802e-04
6.218398027548607487e+00 2.304109772030446646e+00 1.466740963522130856e-04
6.405795028670728364e+00 1.768704187190087262e+00 2.497902741276959173e-04
2.855748947351879785e+00 1.541892620680294534e+00 2.343879781910805627e-04
5.743222516366254027e+00 1.782745806271026856e+00 2.275118352618762496e-04
7.610073780355477879e+00 2.269716337819198237e+00 4.738825124517061108e-05
5.042049020048427366e+00 2.078816579497001715e+00 1.162610709826916047e-05
6.513075264112035967e+00 2.366187544600223180e+00 1.204893733207415259e-04
4.111566732593034068e+00 1.939857419931616977e+00 3.038372519261342216e-06
3.300630360544997366e+00 1.275854320757868976e+00 3.131269223546587384e-04
4.518601606308322083e+00 1.729649836973173427e+00 2.184809316863459475e-04
5.723008795504114232e+00 2.082720513020500874e+00 1.528781147660847740e-04
3.166857725158417125e+00 1.478007630517955473e+00 9.828109076186186937e-05
6.910913130553235639e+00 1.924978512799312869e+00 1.711005577486461897e-04
4.426939334226037914e+00 1.688382321526608054e+00 1.671909009640067188e-04
5.096706234923735757e+00 1.813345541912899206e+00 2.403861420233516417e-04
2.606628537969862602e+00 1.261540649726033303e+00 1.075288482590484496e-05
4.616505991897650318e+00 1.707395046595303389e+00 3.607429878639625571e-04
6.729323613708706908e+00 2.277472468796234661e+00 5.284318782142018910e-05
5.462707619019274929e+00 1.912583526639016096e+00 2.813068305699191495e-04
4.927556769596847630e+00 1.799619362841661463e+00 4.216221507685781467e-04
5.157382431129155620e+00 1.809070534977194500e+00 4.257648138794050308e-04
4.218141280023560924e+00 1.489635467339444741e+00 2.064341869314847186e-04
6.553903437478576066e+00 2.564915775428806555e+00 9.150641516278858851e-06
5.570145358662998092e+00 1.923520163830815921e+00 3.748206136739388604e-04
6.517041460041286705e+00 1.969367791785819222e+00 1.066983495689437114e-04
5.472778934656683525e+00 1.884910349409617991e+00 3.803415138901759872e-04
3.879471833948356707e+00 1.671421007885134813e+00 2.253027342111813328e-04
5.981022525702410775e+00 1.893355160305291163e+00 1.915970383658708394e-04
5.247869218729642959e+00 1.575599927631561981e+00 1.856558205206430584e-04
6.378953489427541257e+00 1.839708220707364061e+00 3.036891764821769073e-04
5.189637521997594760e+00 2.093476011937922987e+00 7.500648485740443587e-05
6.038048720624805910e+00 2.616595478388481055e+00 5.265481157888659501e-05
6.541481346013686249e+00 2.260062991075827199e+00 3.409000929795500496e-04
5.020805604160975655e+00 1.730597761681999636e+00 4.225369825951584991e-04
6.694707497968948040e+00 2.147906391392183423e+00 1.312524316552283489e-04
3.660686088059744936e+00 1.797295290950300384e+00 6.913792605462426572e-06
5.707691993308380951e+00 1.664063516465662085e+00 3.437063032168839391e-04
6.954850717414073458e+00 1.847769050427527260e+00 3.144751744446264282e-05
5.085118996377465450e+00 1.651630634128237185e+00 3.551579349005352308e-04
4.731094951838861640e+00 2.972591141318901009e+00 2.349294216002440145e-04
4.672474032448594272e+00 1.596046526198697579e+00 4.078138777449856695e-04
4.165187505640336241e+00 1.250493003571352624e+00 1.029428758483021328e-04
3.563993615331209508e+00 1.423180173819720284e+00 9.358550920269482674e-05
3.015435647933961238e+00 1.855282419919640713e+00 2.373221013798259570e-05
3.390144970641789435e+00 1.798544325035637881e+00 3.802172579301243299e-04
5.698059956877133736e+00 1.674622382692016132e+00 4.971847152800392073e-04
8.316904999848775404e+00 2.191685078027699518e+00 2.546448726592562210e-05
4.723504686194079483e+00 1.794590315947090176e+00 2.631668806737996269e-04
6.046662136414870048e+00 1.664637857628049611e+00 1.292275765112035641e-04
5.056497563830621544e+00 1.595795967653447445e+00 9.289679876807154239e-05
5.262257472063787134e+00 2.164312193115788929e+00 9.878967431209068127e-05
2.948199288803725615e+00 1.536253810521022611e+00 1.565104290526760414e-04
6.705206050390064121e+00 2.112454272603772498e+00 3.577188809858620404e-04
3.125081053807024833e+00 1.580556584900501660e+00 3.755196126291454866e-04
5.071769985211304288e+00 1.543752196342039751e+00 2.883114416188576105e-04
4.124667265826542639e+00 1.582644315872149487e+00 3.094127852770630054e-04
3.934426632791478529e+00 1.332920372422188748e+00 2.510091367660383360e-04
4.931321832250370463e+00 1.485729157186522542e+00 2.409269470368497151e-05
4.712397868459461847e+00 1.280863818473568783e+00 6.108950247526535925e-05
7.676099876843274217e+00 2.014651864053131458e+00 2.046601335730675463e-04
4.526615902641551337e+00 1.836787584395977113e+00 2.037509163522844636e-04
4.814524246582073452e+00 1.602602943126224089e+00 3.374057403346702902e-04
5.174472133811920393e+00 1.913885164396130545e+00 3.012996828578445320e-04
5.372123676905066425e+00 1.901136425298377119e+00 4.242299040002376568e-04
6.136627026333193236e+00 2.197398648731668125e+00 1.925300614674370716e-04
5.241817416823074005e+00 1.798598333670920812e+00 3.432226364944246182e-04
5.707942064980594310e+00 1.884964391507378378e+00 1.478390324821866506e-04
4.352708134146810792e+00 1.785548111074104272e+00 2.941485347109229899e-04
5.420578775201682298e+00 1.464510423264715477e+00 3.250780045357743646e-05
6.133412301538250233e+00 1.680270394965540870e+00 1.356901941291330130e-04
5.088160480937576224e+00 1.830502575983273594e+00 3.300776480200219923e-04
6.852451871606515255e+00 2.004290378091841962e+00 2.364619203294112976e-04
5.798341701926155167e+00 2.155956517417173313e+00 1.918044465567317054e-04
6.076629046349800944e+00 1.433167741595988032e+00 1.151660211351300788e-04
6.957899094213980895e+00 1.903139930193656904e+00 1.166101627295439749e-04
4.625292937645406610e+00 1.476364515402478261e+00 1.428114872132122239e-04
5.004259745348330846e+00 1.981713295539728970e+00 2.861460023497395242e-04
5.138185778292191586e+00 1.696846215256011314e+00 1.812889424465560339e-04
4.102218619638355435e+00 1.326753921415361415e+00 3.858686070038007247e-04
4.012546352013099948e+00 1.549443035675512448e+00 2.400845197732206398e-04
3.327311870228364388e+00 1.703228838122556432e+00 4.736327851129308256e-05
3.231265468322314760e+00 1.135180399167622145e+00 1.469215175610456955e-04
5.981886341867721057e+00 1.764447493962491453e+00 1.535315652258184788e-04
3.929070592916793725e+00 2.470621544189958385e+00 1.485748302251871324e-04
6.868166275757412009e+00 1.888334362608434125e+00 1.249215353521831355e-04
8.362597025518065053e+00 2.325542512092607428e+00 5.818015499418170288e-05
7.084125077690901939e+00 1.766329723962272613e+00 7.085129168731881434e-06
5.891689907997402997e+00 2.034022431994984892e+00 2.047608429306271383e-04
9.508781711453382357e+00 2.449911880509680007e+00 8.526239253250303084e-06
3.948875391018933367e+00 2.027190340023921511e+00 8.784939324270203806e-06
4.233066370417302160e+00 1.944643339990983488e+00 6.118774152573017806e-05
5.915679791432371104e+00 1.764471221272364998e+00 3.939332586739462063e-04
8.885820486129565765e+00 2.361178221602655114e+00 3.433709343925066742e-05
6.542698112691105017e+00 1.694259130697223448e+00 2.209248406697188161e-04
5.113701757902740397e+00 1.674784494248072075e+00 2.665612232897480310e-04
5.333492629558682196e+00 2.050359365268042300e+00 2.231967353281583035e-04
5.673340427727590729e+00 2.643694171195872578e+00 4.169396088175862029e-04
6.716408093880126273e+00 1.932259497928962233e+00 4.141033270098126500e-04
4.258523698886307329e+00 1.929770412739509000e+00 1.646576190994327902e-04
4.563206518097106645e+00 3.103013257426036731e+00 5.055490740514925092e-08
4.505663292316909541e+00 1.322747153752064531e+00 7.513893786069017384e-06
5.256483456023885559e+00 1.837359573947065172e+00 4.354326631106711647e-04
5.203951868877346953e+00 1.942519050008139958e+00 2.795309668586140606e-04
5.688464583228141080e+00 1.822219502176850581e+00 1.255489885612234521e-04
3.174912199858812567e+00 1.336136437074438632e+00 5.282310185822597457e-05
4.305761905511809040e+00 1.910156765303868909e+00 8.014818278658905246e-05
4.112380539028623438e+00 1.714866777055150671e+00 2.364866367926377435e-04
4.897816300227150421e+00 1.465990016844672894e+00 7.312317647773377779e-05
4.241646267471359977e+00 1.304082732118352572e+00 1.254674059049962296e-04
5.663529838741283129e+00 1.886741126450799166e+00 1.896130984994825932e-04
3.975995238456066172e+00 1.574537470998780719e+00 2.569903860389890961e-04
3.621571992335363532e+00 1.650948321807127250e+00 1.300053448679814889e-04
5.531665324345309109e+00 1.694627741046753178e+00 4.059269772777155966e-04
7.028644195674910833e+00 2.165195037278195844e+00 7.404264415636836229e-05
4.226384443636044708e+00 1.516684004012674336e+00 2.646991436744606965e-04
5.041565085020292436e+00 1.735847580069536766e+00 4.338916771603462392e-04
7.160077342066120565e+00 1.934904641013588833e+00 4.015499171415920016e-05
5.391439667910328026e+00 1.607743515351989227e+00 3.242745332981693436e-04
6.892461826774045619e+00 2.201032291871102498e+00 8.963703047108992111e-05
7.031332983962417238e+00 2.050675464227190936e+00 3.760425965975659480e-05
6.047563441616005342e+00 1.846844483817392302e+00 3.262325212453707894e-04
6.239596187828206908e+00 1.724590280741812975e+00 1.498592583202697053e-04
4.853658742691896677e+00 1.812936500153335517e+00 3.588928053741103166e-04
5.334578413836398525e+00 2.129537690086049206e+00 6.294873790706050911e-05
4.663865254533511973e+00 1.908923872325525739e+00 1.428057111336175947e-04
4.770833047158432372e+00 1.389259201429090318e+00 1.479968417160377006e-04
7.398366011903403816e+00 2.143717935637202920e+00 3.250005707102731332e-04
6.647805650448747272e+00 2.053092204208069038e+00 2.136871952499475600e-04
7.465241184140960051e+00 2.267572907328966103e+00 5.849477328029666724e-05
3.753139493373392366e+00 1.450849197123524226e+00 2.093219811315918477e-04
5.278964396072477250e+00 1.638028355037419281e+00 2.516762805482834374e-04
4.591309570955887764e+00 1.726532899504864327e+00 9.188310685301732071e-05
6.147365451160615279e+00 2.081581922509705862e+00 3.565038125997913276e-05
5.736428264741698868e+00 1.758753755603002844e+00 9.576016452613681906e-05
5.853188704180666946e+00 1.945563888378260664e+00 2.415918228684589845e-04
7.402491683771558861e+00 2.768968980785119882e+00 4.055232922067827369e-07
6.574619848637701658e+00 2.214201598974249841e+00 2.814373222411142676e-04
5.865031010329422756e+00 1.627933565175476049e+00 1.233952366241747832e-04
6.644853657059213603e+00 2.002055025510150799e+00 1.919292433656775163e-04
4.747906865731670756e+00 1.557452193334381896e+00 2.120648964582608762e-04
4.677660713417473914e+00 1.431123297077920187e+00 2.562001584715860531e-04
6.423194607843239368e+00 2.083180674694521617e+00 1.495259476592644246e-05
6.047861567801892768e+00 1.866265608532617026e+00 2.018022795232610948e-04
7.285234540432749206e+00 2.078421716662635088e+00 4.315240572621914321e-04
6.760205547544414273e+00 1.840881084803180689e+00 4.447523797055782723e-05
5.524064964953378620e+00 1.897342969948503821e+00 2.646472436384351805e-04
6.283701897191405372e+00 2.319701907563239907e+00 2.202035829678946396e-04
5.012949537091972552e+00 1.767187811567186184e+00 4.324758463919386683e-04
4.675168024749668305e+00 1.525075939304409989e+00 2.329444052717693885e-04
3.648051602454100539e+00 1.551454833978764158e+00 2.675743638617524922e-04
5.096900457382378846e+00 2.243662683788116396e+00 5.051267195556133642e-05
5.738525659966839498e+00 1.729479091636292098e+00 1.404739734714735512e-05
5.632361907006181667e+00 2.242924897968865849e+00 1.648910281360354841e-05
7.104495203199863163e+00 2.112457900257357135e+00 2.220786740787370937e-04
5.936050377369465281e+00 1.707973593558864467e+00 2.499761855028700161e-04
8.051980955805470686e+00 2.165239041527992736e+00 1.446040172829444711e-04
2.965907315741945105e+00 1.137358936996877068e+00 4.519347617286535487e-06
4.712345134239456002e+00 1.526432248491061294e+00 4.244597001442599747e-04
6.345099049412591619e+00 1.774390843494821457e+00 2.143339446988333573e-04
6.587895077121995513e+00 2.102313840467403772e+00 7.863945082792805279e-05
4.951061474945153584e+00 2.076804841570138116e+00 3.718115577667449357e-05
6.293440261539412717e+00 2.030916616573930966e+00 1.005539433097323666e-04
5.570041795989066458e+00 2.225383805227146183e+00 7.102567754603170917e-05
3.946039028026497419e+00 1.596092301490260157e+00 3.846954243734300623e-04
4.925974711539568673e+00 1.939897003038709933e+00 3.319078049887610256e-04
3.894529685272306363e+00 1.646063001643200963e+00 5.341783679314169626e-05
5.552072342279556594e+00 1.927087315318835259e+00 4.606530171171715538e-04
5.184455263127452973e+00 1.861269156984796114e+00 4.008330386386325115e-04
7.170198378036523046e+00 1.876836868256221313e+00 4.653860632025541718e-05
6.153504315478879327e+00 2.226331696714248132e+00 1.076180229400125184e-04
4.186817286394584947e+00 1.464564711296057364e+00 2.381676575203084216e-04
5.112433525450519767e+00 1.824502032508057203e+00 3.016867531696614153e-04
5.716051498148910781e+00 1.637961674240357990e+00 4.374886150917356659e-04
5.824941423401578611e+00 1.736803548933427699e+00 3.142163822109710178e-05
7.401208348010584359e+00 2.257424291101154612e+00 2.163918443333611168e-04
4.752675937747666168e+00 1.728702097261154425e+00 3.609994878817949452e-04
3.432027121868150843e+00 1.366584723083915209e+00 6.677951676419914605e-05
6.570382889106173963e+00 2.961000426639456506e+00 1.029174353240472167e-05
